otu name,Name,k__,p__,c__,o__,f__,g__,s__,superkingdom__,superphylum__,subclass,suborder,subphylum__
OTU_596,clostridium sp. enrichment culture clone ht3 ,k__bacteria,p__firmicutes,c__clostridia,o__clostridiales,f__clostridiaceae,g__clostridium,s__clostridium sp.,superkingdom__bacteria,,,,
OTU_597,rhodoblastus acidophilus ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodoblastus,s__rhodoblastus acidophilus,superkingdom__bacteria,,,,
OTU_598,methylobacillus sp. enrichment culture clone na_ww_1 ,k__bacteria,p__proteobacteria,c__betaproteobacteria,o__methylophilales,f__methylophilaceae,g__methylobacillus,s__methylobacillus sp.,superkingdom__bacteria,,,,
OTU_599,uncultured spirochaeta sp. ,k__bacteria,p__spirochaetes,c__spirochaetia,o__spirochaetales,f__spirochaetaceae,g__spirochaeta,s__spirochaeta spp.,superkingdom__bacteria,,,,
OTU_600,rhodoblastus acidophilus ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodoblastus,s__rhodoblastus acidophilus,superkingdom__bacteria,,,,
OTU_601,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_602,uncultured rhodopseudomonas sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodopseudomonas,s__rhodopseudomonas spp.,superkingdom__bacteria,,,,
OTU_603,aj582755.1 desulfovibrio ferrireducens str. cy1  ,k__bacteria,p__proteobacteria,c__deltaproteobacteria,o__desulfovibrionales,f__desulfovibrionaceae,g__desulfovibrio,s__desulfovibrio mexicanus,superkingdom__bacteria,,,,subphylum__delta/epsilon subdivisions
OTU_604,cp000463.1 rhodopseudomonas palustris str. bisa53  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodopseudomonas,s__rhodopseudomonas palustris,superkingdom__bacteria,,,,
OTU_605,ay297802.1 waterlogged archaeological wood clone pach82  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
OTU_606,bradyrhizobium sp. 112l1dept ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__bradyrhizobium,s__bradyrhizobium sp.,superkingdom__bacteria,,,,
OTU_607,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_608,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_609,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_610,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_611,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_612,uncultured acetobacter sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__acetobacteraceae,g__acetobacter,s__acetobacter spp.,superkingdom__bacteria,,,,
OTU_613,ay297803.1 waterlogged archaeological wood clone pach83  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
OTU_614,pleomorphomonas sp. r5_392 ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas sp.,superkingdom__bacteria,,,,
OTU_615,rhodoblastus acidophilus ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodoblastus,s__rhodoblastus acidophilus,superkingdom__bacteria,,,,
OTU_616,ab079679.1 rhodopseudomonas sp. hmd89  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__afipia,s__afipia sp.,superkingdom__bacteria,,,,
OTU_617,ab079679.1 rhodopseudomonas sp. hmd89  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__afipia,s__afipia sp.,superkingdom__bacteria,,,,
OTU_618,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_619,pontibacter sp. swu8 ,k__bacteria,p__bacteroidetes,c__cytophagia,o__cytophagales,f__cytophagaceae,g__pontibacter,s__pontibacter sp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_620,ab079679.1 rhodopseudomonas sp. hmd89  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__afipia,s__afipia sp.,superkingdom__bacteria,,,,
OTU_621,uncultured citrobacter sp. ,k__bacteria,p__proteobacteria,c__gammaproteobacteria,o__enterobacteriales,f__enterobacteriaceae,g__citrobacter,s__citrobacter spp.,superkingdom__bacteria,,,,
OTU_622,ab079679.1 rhodopseudomonas sp. hmd89  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__afipia,s__afipia sp.,superkingdom__bacteria,,,,
OTU_623,escherichia vulneris ,k__bacteria,p__proteobacteria,c__gammaproteobacteria,o__enterobacteriales,f__enterobacteriaceae,g__escherichia,s__escherichia vulneris,superkingdom__bacteria,,,,
OTU_624,uncultured rhodopseudomonas sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodopseudomonas,s__rhodopseudomonas spp.,superkingdom__bacteria,,,,
OTU_625,am947938.1 rhodopseudomonas pangongensis str. ja310  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodopseudomonas,s__rhodopseudomonas pangongensis,superkingdom__bacteria,,,,
OTU_626,uncultured pontibacter sp. ,k__bacteria,p__bacteroidetes,c__cytophagia,o__cytophagales,f__cytophagaceae,g__pontibacter,s__pontibacter spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_627,pleomorphomonas sp. r5_392 ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas sp.,superkingdom__bacteria,,,,
OTU_628,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_629,cu924338.1 towards definition core microorganisms involved digestion mesophilic anaerobic digester which treats municipal wastewater sludge clone  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas spp.,superkingdom__bacteria,,,,
OTU_630,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_631,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_632,ay297802.1 waterlogged archaeological wood clone pach82  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
OTU_633,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_634,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_635,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_636,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_637,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_638,ay297802.1 waterlogged archaeological wood clone pach82  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
OTU_639,uncultured spirochaeta sp. ,k__bacteria,p__spirochaetes,c__spirochaetia,o__spirochaetales,f__spirochaetaceae,g__spirochaeta,s__spirochaeta spp.,superkingdom__bacteria,,,,
OTU_640,ab079679.1 rhodopseudomonas sp. hmd89  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__afipia,s__afipia sp.,superkingdom__bacteria,,,,
OTU_641,ay297803.1 waterlogged archaeological wood clone pach83  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
OTU_642,uncultured pontibacter sp. ,k__bacteria,p__bacteroidetes,c__cytophagia,o__cytophagales,f__cytophagaceae,g__pontibacter,s__pontibacter spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_643,ay297802.1 waterlogged archaeological wood clone pach82  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
